Student_ID,Department,Exam_Date,Exam_Duration,Login_Time,Logout_Time,Tab_Switch_Count,Mobile_Detected,Multiple_Face_Detected,Noise_Level,Eye_Movement_Score,Head_Movement_Score,Copy_Paste_Attempts,Browser_Minimized_Count,Suspicious_Key_Presses,Internet_Disconnection_Count,Answer_Similarity_Score,IP_Address_Changes,Webcam_Disabled_Count,Mic_Disabled_Count,Typing_Speed,Exam_Submission_Time,Malpractice_Label
STU00038,EEE,2026-03-21,120,09:02:00,09:52:00,3,0,0,29.82,54.37,44.15,0,2,1,0,57.63,1,0,1,82.04,09:49:00,1
STU00039,CIVIL,2026-02-26,120,14:06:00,15:46:00,0,0,0,13.57,24.7,28.03,0,0,1,0,31.37,0,0,0,27.41,15:44:00,0
STU00040,AIML,2026-02-02,90,14:06:00,15:08:00,0,0,0,13.92,31.55,26.16,0,1,2,1,33.12,0,0,0,50.14,15:05:00,0
STU00041,ECE,2026-03-29,60,14:10:00,14:41:00,0,0,0,26.18,18.32,29.09,0,1,1,1,11.37,0,0,0,65.54,14:41:00,0
STU00042,MECH,2026-02-01,120,10:08:00,11:10:00,3,0,0,36.1,36.64,38.83,1,1,3,0,40.98,1,0,0,66.76,11:08:00,1
STU00043,EEE,2026-03-16,90,14:10:00,15:40:00,1,0,1,20.0,6.68,15.04,0,1,1,1,42.19,0,0,0,41.8,15:39:00,0
STU00044,CIVIL,2026-01-01,90,14:08:00,15:19:00,1,0,0,13.5,7.73,30.64,0,1,0,0,26.82,0,0,0,59.39,15:18:00,0
STU00045,MECH,2026-03-17,90,09:02:00,10:14:00,3,0,0,28.81,36.27,39.25,1,0,5,1,51.99,0,1,0,79.62,10:12:00,1
STU00046,AIML,2026-03-16,90,09:04:00,09:49:00,0,0,1,21.32,30.68,19.39,0,1,2,0,6.22,0,0,0,66.69,09:46:00,0
STU00047,CIVIL,2026-01-10,120,10:06:00,10:46:00,0,0,0,26.7,30.03,5.24,0,0,0,0,13.18,0,0,0,35.98,10:43:00,0
STU00048,DS,2026-03-02,120,09:04:00,10:00:00,3,0,0,37.27,43.91,31.12,1,0,3,0,61.13,1,1,0,71.89,09:57:00,1
STU00049,AIML,2026-03-25,60,09:02:00,09:58:00,0,0,0,6.17,7.02,15.58,0,1,0,0,42.99,0,0,0,55.6,09:57:00,0
STU00050,CSE,2026-01-09,120,10:08:00,11:25:00,3,1,0,53.25,61.07,75.81,3,4,6,4,60.37,2,0,1,31.17,11:23:00,1
STU00051,CSE,2026-01-01,60,14:04:00,14:59:00,1,0,0,9.25,15.34,19.85,0,1,0,1,7.1,0,0,0,38.74,14:57:00,0
STU00052,EEE,2026-02-10,120,14:00:00,14:48:00,0,0,0,13.84,5.55,13.97,0,1,2,1,29.99,0,0,0,45.16,14:46:00,0
STU00053,EEE,2026-03-17,60,14:06:00,15:01:00,1,1,0,15.36,32.99,18.52,0,0,1,1,31.94,0,0,0,38.52,15:01:00,0
STU00054,DS,2026-02-22,120,09:01:00,10:59:00,0,0,0,29.06,15.89,8.23,0,0,2,0,43.23,0,0,0,28.48,10:56:00,0
STU00055,DS,2026-01-15,60,10:03:00,10:48:00,0,1,0,26.24,10.9,28.89,0,0,1,1,43.36,0,0,0,39.67,10:47:00,0
STU00056,IT,2026-04-01,60,09:04:00,09:42:00,2,0,0,32.11,39.33,38.05,1,0,3,0,51.96,1,1,0,49.44,09:39:00,1
STU00057,AIML,2026-01-17,60,10:04:00,11:01:00,0,0,0,7.79,29.29,6.74,0,1,1,0,35.64,0,0,0,29.48,11:00:00,0
STU00058,CSE,2026-03-19,90,10:05:00,11:10:00,1,1,1,25.55,33.61,11.52,0,0,2,0,7.85,0,0,0,52.6,11:08:00,0
STU00059,DS,2026-03-30,60,10:07:00,11:05:00,3,0,0,31.05,41.04,42.13,1,1,4,1,64.41,0,1,1,17.88,11:05:00,1
STU00060,IT,2026-03-01,120,09:02:00,11:00:00,1,1,0,22.14,48.15,46.25,0,2,2,2,41.4,1,0,0,51.16,10:57:00,1
STU00061,IT,2026-03-31,90,09:01:00,10:27:00,3,0,1,22.81,30.7,48.27,0,0,5,0,37.32,0,0,0,20.15,10:24:00,1
STU00062,DS,2026-01-26,90,14:07:00,15:16:00,16,1,0,90.22,94.32,80.01,8,6,24,4,86.02,5,5,2,124.56,15:14:00,1
STU00063,CIVIL,2026-03-23,60,10:02:00,11:01:00,2,0,0,34.73,28.46,43.3,1,1,4,0,43.92,1,0,0,19.62,11:01:00,1
STU00064,MECH,2026-01-27,60,09:03:00,09:38:00,6,1,1,42.05,71.22,69.75,3,4,5,1,81.68,1,0,1,32.69,09:36:00,1
STU00065,AIML,2026-03-06,90,14:01:00,15:05:00,1,0,1,22.19,8.11,17.3,0,1,2,0,34.09,0,0,0,39.99,15:05:00,0
STU00066,EEE,2026-02-01,90,14:01:00,15:00:00,0,0,0,11.58,8.43,25.99,0,1,1,1,39.44,0,0,0,48.94,14:58:00,0
STU00067,ECE,2026-03-03,90,14:04:00,15:23:00,0,1,1,7.93,18.93,14.8,0,0,2,0,5.69,0,0,0,48.9,15:21:00,0
STU00068,IT,2026-03-27,120,10:02:00,10:59:00,1,0,0,25.48,30.94,18.83,0,1,1,0,27.71,0,0,0,31.87,10:58:00,0
STU00069,MECH,2026-03-08,90,14:09:00,14:46:00,1,0,0,23.92,15.3,15.98,0,0,2,0,32.37,0,0,0,26.5,14:44:00,0
STU00070,EEE,2026-03-24,120,09:05:00,10:04:00,1,1,0,44.81,51.07,46.76,1,1,1,0,50.43,1,1,1,43.42,10:04:00,1
STU00071,EEE,2026-01-30,90,14:06:00,14:47:00,7,1,1,88.42,97.94,83.46,9,4,22,5,80.19,3,4,1,96.83,14:47:00,1
STU00072,IT,2026-02-05,120,14:07:00,16:04:00,2,1,1,38.14,42.91,30.47,0,0,1,0,64.58,0,0,1,37.17,16:02:00,1
STU00073,IT,2026-03-31,60,10:03:00,10:34:00,3,0,0,33.55,46.35,38.56,1,2,4,0,59.26,1,0,0,24.32,10:33:00,1
STU00074,AIML,2026-03-11,60,10:01:00,10:58:00,13,1,1,70.68,76.02,90.13,10,4,11,2,90.36,2,2,4,46.88,10:55:00,1
STU00075,ECE,2026-03-11,60,14:01:00,14:37:00,7,1,1,71.77,75.87,63.44,4,5,8,3,71.89,2,1,1,64.0,14:35:00,1
STU00076,AIML,2026-01-21,120,09:06:00,11:08:00,3,1,1,42.34,54.1,71.36,4,5,8,1,69.98,0,0,2,13.88,11:05:00,1
STU00077,AIML,2026-02-25,60,14:01:00,14:43:00,5,0,1,49.83,62.19,65.75,1,4,9,1,69.09,2,2,0,10.52,14:43:00,1
STU00078,EEE,2026-01-06,60,09:08:00,09:53:00,1,0,0,16.02,32.77,19.49,0,1,1,1,26.09,0,0,0,45.61,09:52:00,0
STU00079,CIVIL,2026-02-09,90,10:01:00,10:39:00,1,0,0,12.7,13.15,30.31,0,1,0,1,7.22,0,0,0,39.48,10:38:00,0
STU00080,EEE,2026-04-01,90,14:05:00,15:11:00,0,1,1,29.04,25.4,10.91,0,1,0,1,35.24,0,0,0,27.95,15:08:00,1
STU00081,AIML,2026-03-06,60,14:00:00,14:46:00,1,1,0,27.87,26.7,24.68,0,0,2,0,12.42,0,0,0,39.84,14:46:00,0
STU00082,ECE,2026-03-10,60,14:02:00,14:58:00,0,0,0,7.1,14.96,13.28,0,0,1,1,20.87,0,0,0,60.49,14:57:00,0
STU00083,CSE,2026-03-15,120,14:08:00,15:27:00,1,1,0,33.81,35.66,27.78,1,2,2,1,63.04,0,0,0,80.91,15:24:00,1
STU00084,MECH,2026-03-02,120,14:09:00,15:40:00,3,1,0,38.76,32.98,42.91,0,1,5,2,40.82,1,1,0,60.25,15:38:00,1
STU00085,CIVIL,2026-02-01,90,10:01:00,11:12:00,1,0,1,24.43,19.44,27.93,0,1,0,0,15.89,0,0,0,32.79,11:09:00,0
STU00086,MECH,2026-03-19,90,09:03:00,09:55:00,5,1,0,49.89,62.06,72.44,3,5,5,4,64.87,1,0,0,9.41,09:53:00,1
STU00087,CSE,2026-03-21,90,14:02:00,14:51:00,0,0,0,16.63,33.81,14.71,0,1,0,1,19.34,0,0,0,27.67,14:48:00,0
STU00088,ECE,2026-02-18,120,14:07:00,15:41:00,2,0,0,39.44,43.36,38.39,0,1,3,2,46.5,1,1,0,17.45,15:40:00,1
STU00089,DS,2026-03-26,90,10:03:00,11:16:00,0,0,0,19.84,14.81,11.57,0,1,0,0,27.31,0,0,0,26.54,11:13:00,0
STU00090,CIVIL,2026-02-24,120,10:04:00,11:49:00,0,0,1,16.27,30.55,10.51,0,1,1,0,28.03,0,0,0,49.91,11:49:00,0
STU00091,IT,2026-02-21,60,10:05:00,10:44:00,1,1,0,32.39,44.19,26.22,0,2,3,1,58.58,0,1,1,27.19,10:44:00,1
STU00092,DS,2026-03-10,90,09:05:00,09:51:00,1,0,0,40.28,33.79,48.42,0,0,4,2,45.85,1,1,0,76.7,09:49:00,1
STU00093,EEE,2026-01-10,90,14:06:00,14:46:00,0,0,0,17.29,13.24,16.54,0,1,2,1,36.33,0,0,0,51.3,14:46:00,0
STU00094,AIML,2026-01-24,90,14:05:00,15:14:00,1,0,0,44.49,54.14,38.17,0,0,1,2,45.86,0,0,0,72.8,15:12:00,0
STU00095,DS,2026-03-31,60,14:02:00,14:37:00,11,1,1,92.14,84.05,83.94,8,10,16,4,97.12,5,2,1,59.23,14:35:00,1
STU00096,IT,2026-01-27,60,09:02:00,09:46:00,13,1,1,73.89,85.8,83.98,8,12,16,3,98.48,5,1,1,88.98,09:46:00,1
STU00097,EEE,2026-02-02,60,14:03:00,14:45:00,2,1,0,35.39,51.99,29.2,0,0,1,2,54.08,1,1,0,63.9,14:44:00,1
STU00098,ECE,2026-01-29,120,10:07:00,11:35:00,2,0,0,43.85,53.04,44.34,1,1,5,2,55.44,0,0,1,42.39,11:35:00,1
STU00099,DS,2026-02-21,90,09:02:00,09:58:00,0,0,0,24.57,15.97,31.67,0,1,2,0,27.51,0,0,0,62.57,09:58:00,0
STU00100,CIVIL,2026-02-05,90,09:04:00,10:09:00,1,0,0,9.17,20.02,17.85,0,0,1,0,31.49,0,0,0,36.37,10:08:00,0
STU00101,CSE,2026-01-11,90,09:03:00,10:03:00,0,0,1,20.55,17.43,30.37,0,1,2,0,8.75,0,0,0,35.19,10:02:00,0
STU00102,IT,2026-01-24,120,14:04:00,15:50:00,1,0,0,7.57,26.75,11.05,0,0,2,1,34.19,0,0,0,30.05,15:48:00,0
STU00103,CSE,2026-02-17,120,09:00:00,09:58:00,3,0,0,23.9,52.55,40.27,0,1,4,1,53.41,1,0,1,40.16,09:58:00,1
STU00104,CSE,2026-02-26,60,10:03:00,10:59:00,3,0,1,33.7,42.08,25.54,1,0,4,0,41.21,1,0,0,73.25,10:58:00,1
STU00105,IT,2026-02-05,60,14:08:00,14:41:00,1,1,0,11.86,7.0,6.72,0,0,0,1,24.93,0,0,0,42.07,14:40:00,0
STU00106,CIVIL,2026-01-17,60,14:09:00,15:07:00,1,1,0,13.84,25.7,16.47,0,1,0,0,39.03,0,0,0,52.27,15:04:00,0
STU00107,AIML,2026-03-14,90,10:09:00,11:35:00,1,0,0,15.39,23.97,25.57,0,0,2,0,38.78,0,0,0,25.05,11:35:00,0
STU00108,EEE,2026-02-15,90,09:08:00,10:00:00,6,0,1,40.39,61.1,52.96,2,5,5,3,83.71,0,1,0,81.14,09:58:00,1
STU00109,ECE,2026-03-06,60,14:03:00,14:41:00,3,1,1,54.09,55.32,56.33,4,3,7,2,75.42,1,2,0,19.69,14:40:00,1
STU00110,MECH,2026-03-26,90,10:06:00,11:30:00,1,0,0,17.44,19.08,23.16,0,1,0,0,22.72,0,0,0,46.98,11:29:00,0
STU00111,EEE,2026-03-19,90,14:03:00,15:16:00,3,0,0,24.6,46.76,26.18,0,0,1,1,58.58,0,1,0,53.21,15:14:00,0
STU00112,MECH,2026-01-18,120,09:09:00,10:36:00,18,0,1,69.28,83.65,81.75,5,11,19,6,91.3,1,3,2,38.62,10:33:00,1
STU00113,EEE,2026-03-19,60,10:09:00,10:45:00,1,0,0,24.09,7.1,28.39,0,0,2,1,34.24,0,0,0,66.82,10:45:00,0
STU00114,CSE,2026-02-05,90,14:00:00,14:37:00,17,0,1,75.39,79.38,94.91,6,7,18,5,89.59,3,2,5,84.23,14:35:00,1
STU00115,DS,2026-03-30,60,10:07:00,11:08:00,1,0,0,18.39,15.73,12.04,0,1,1,0,6.6,0,0,0,59.43,11:07:00,0
STU00116,AIML,2026-03-30,90,14:09:00,14:42:00,1,1,0,17.26,8.76,26.72,0,1,0,0,11.34,0,0,0,36.75,14:40:00,0
STU00117,CIVIL,2026-02-22,90,10:00:00,11:06:00,0,0,0,15.55,29.91,34.41,0,0,0,0,10.15,0,0,0,26.0,11:03:00,0
STU00118,AIML,2026-03-29,60,14:03:00,15:00:00,0,0,1,14.74,22.91,25.79,0,0,0,1,25.64,0,0,0,46.77,14:57:00,0
STU00119,MECH,2026-03-04,60,10:03:00,10:42:00,0,1,0,12.73,7.47,26.06,0,0,1,0,18.72,0,0,0,54.55,10:41:00,0
STU00120,CIVIL,2026-02-20,60,14:04:00,14:43:00,7,1,1,55.96,76.91,54.67,2,5,5,4,63.98,0,0,0,101.54,14:42:00,1
STU00121,AIML,2026-02-04,60,14:02:00,14:34:00,1,0,0,45.59,43.98,36.86,1,1,2,1,64.8,0,0,1,32.02,14:34:00,1
STU00122,EEE,2026-02-20,90,14:00:00,14:45:00,1,0,1,22.03,26.55,22.04,0,0,1,1,21.22,0,0,0,59.11,14:45:00,0
STU00123,MECH,2026-03-22,90,14:01:00,14:36:00,0,1,0,16.85,20.05,14.87,0,1,1,0,18.01,0,0,0,29.0,14:34:00,0
STU00124,DS,2026-01-08,120,09:04:00,09:41:00,2,0,1,40.43,36.29,27.38,0,1,5,0,50.03,1,0,1,78.77,09:41:00,1
STU00125,AIML,2026-03-10,90,14:09:00,15:35:00,0,0,1,15.39,10.15,6.27,0,0,0,0,32.27,0,0,0,59.21,15:35:00,0
STU00126,IT,2026-02-24,60,14:02:00,14:46:00,2,0,0,39.92,56.38,51.56,0,1,5,1,41.83,0,0,1,36.68,14:45:00,1
STU00127,DS,2026-02-02,90,10:06:00,11:30:00,1,1,1,27.42,32.74,15.9,0,1,2,1,18.63,0,0,0,59.42,11:29:00,1
STU00128,AIML,2026-03-24,60,10:00:00,10:50:00,18,1,1,96.64,94.42,97.7,4,5,25,7,87.75,5,5,3,119.9,10:50:00,1
STU00129,DS,2026-01-06,60,10:09:00,11:01:00,0,0,0,21.71,25.04,29.17,0,0,0,0,36.73,0,0,0,62.71,10:58:00,0
STU00130,IT,2026-04-01,120,14:08:00,14:42:00,2,1,0,33.82,50.03,40.99,0,2,2,1,35.86,1,0,0,62.02,14:41:00,1
STU00131,MECH,2026-01-29,120,09:01:00,10:25:00,0,0,1,21.05,33.12,31.89,0,1,1,1,38.08,0,0,0,60.94,10:23:00,0
STU00132,ECE,2026-03-12,120,14:01:00,14:38:00,1,1,0,23.05,11.95,21.05,0,0,0,1,31.86,0,0,0,58.91,14:36:00,0
STU00133,DS,2026-03-07,90,14:00:00,15:26:00,1,0,0,28.52,30.53,20.31,0,0,2,0,10.32,0,0,0,41.34,15:23:00,0
STU00134,AIML,2026-02-04,90,10:04:00,11:25:00,6,1,0,44.26,51.67,66.42,3,4,9,2,66.48,0,1,0,16.83,11:22:00,1
STU00135,DS,2026-03-09,90,14:03:00,14:59:00,1,0,1,20.79,9.14,17.47,0,0,2,1,24.39,0,0,0,38.69,14:56:00,0
STU00136,EEE,2026-03-31,60,14:04:00,15:04:00,1,1,0,23.33,11.69,10.74,0,1,2,1,44.2,0,0,0,64.88,15:01:00,0
STU00137,ECE,2026-01-27,60,14:05:00,14:41:00,1,1,0,7.59,11.35,19.78,0,0,1,0,40.86,0,0,0,55.16,14:40:00,0
STU00138,IT,2026-03-06,90,14:04:00,15:14:00,0,1,1,26.68,34.26,8.68,0,0,1,1,23.73,0,0,0,50.49,15:12:00,0
STU00139,ECE,2026-02-13,90,09:01:00,09:51:00,1,0,0,25.07,24.37,20.68,0,1,0,1,18.86,0,0,0,54.52,09:51:00,0
STU00140,AIML,2026-03-02,90,09:07:00,10:08:00,2,0,0,28.11,44.6,31.94,1,2,1,0,41.12,1,0,1,38.98,10:05:00,1
STU00141,DS,2026-02-16,60,10:01:00,11:00:00,0,0,0,29.62,17.6,16.91,0,0,1,0,18.36,0,0,0,53.8,10:59:00,0
STU00142,IT,2026-03-10,60,14:03:00,14:39:00,0,0,0,18.82,28.32,32.08,0,1,1,1,20.76,0,0,0,27.28,14:39:00,0
STU00143,CIVIL,2026-01-08,90,10:04:00,10:51:00,3,0,0,31.6,30.57,36.56,0,0,3,1,64.78,0,1,0,48.57,10:50:00,1
STU00144,DS,2026-03-29,120,10:06:00,10:44:00,1,0,1,21.56,17.64,24.33,0,1,2,1,39.42,0,0,0,68.82,10:42:00,0
STU00145,MECH,2026-03-09,60,10:01:00,10:39:00,0,0,0,7.26,33.38,24.24,0,0,2,0,40.91,0,0,0,52.2,10:36:00,0
STU00146,CIVIL,2026-03-10,90,09:01:00,09:32:00,0,1,0,23.75,22.75,16.58,0,0,2,0,20.55,0,0,0,28.27,09:32:00,0
STU00147,IT,2026-01-23,60,14:05:00,14:38:00,0,0,0,8.28,6.11,27.89,0,1,2,0,26.54,0,0,0,25.61,14:37:00,0
STU00148,ECE,2026-01-04,90,10:02:00,10:47:00,1,0,0,8.35,22.84,14.84,0,0,2,1,25.85,0,0,0,51.77,10:45:00,0
STU00149,DS,2026-02-11,60,09:01:00,10:00:00,1,0,0,38.63,32.49,50.14,1,1,2,1,47.01,1,1,0,83.34,09:59:00,1
STU00150,EEE,2026-01-22,90,14:01:00,14:47:00,4,1,1,44.27,55.76,52.54,4,3,6,1,76.92,1,2,1,105.58,14:45:00,1
STU00151,AIML,2026-01-05,60,09:06:00,09:41:00,3,0,0,28.1,49.93,25.89,1,2,3,0,35.56,1,1,0,63.6,09:38:00,1
STU00152,MECH,2026-01-24,120,09:03:00,10:57:00,3,0,0,37.23,40.2,42.61,1,0,3,1,45.94,1,0,1,24.67,10:56:00,1
STU00153,DS,2026-03-05,60,14:06:00,14:50:00,12,1,1,91.19,77.87,81.54,3,7,17,8,98.6,1,2,5,32.69,14:48:00,1
STU00154,EEE,2026-01-16,60,10:08:00,11:05:00,0,0,0,11.19,8.11,19.0,0,1,1,0,19.26,0,0,0,63.73,11:03:00,0
STU00155,MECH,2026-02-22,120,14:10:00,15:14:00,0,0,0,16.56,25.28,24.01,0,1,0,1,16.5,0,0,0,57.62,15:14:00,0
STU00156,MECH,2026-02-28,90,14:00:00,14:54:00,1,0,0,8.58,26.78,19.57,0,1,1,1,21.41,0,0,0,67.92,14:52:00,0
STU00157,CIVIL,2026-02-23,120,14:09:00,15:56:00,0,0,1,6.04,13.83,12.6,0,0,1,1,10.8,0,0,0,58.13,15:55:00,0
STU00158,DS,2026-01-27,60,10:01:00,10:53:00,2,0,0,30.28,40.94,44.14,1,2,5,1,44.3,1,1,0,35.55,10:51:00,1
STU00159,AIML,2026-02-04,90,09:02:00,10:07:00,0,1,0,13.53,13.38,30.46,0,0,2,0,33.83,0,0,0,38.88,10:06:00,0
STU00160,AIML,2026-02-16,120,10:01:00,10:56:00,1,0,0,20.04,12.46,34.12,0,1,0,1,43.32,0,0,0,27.55,10:55:00,0
STU00161,IT,2026-03-01,90,14:09:00,15:41:00,1,0,0,20.17,11.26,23.09,0,1,0,0,35.85,0,0,0,51.04,15:38:00,0
STU00162,IT,2026-02-07,120,10:08:00,11:31:00,1,0,0,16.93,17.3,22.84,0,1,1,1,24.26,0,0,0,25.41,11:28:00,0
STU00163,MECH,2026-03-20,120,09:05:00,10:44:00,16,1,1,80.5,78.99,93.73,4,4,18,7,86.82,5,3,5,10.08,10:42:00,1
STU00164,MECH,2026-01-05,60,14:08:00,15:09:00,0,1,0,5.83,31.56,14.22,0,1,0,0,8.84,0,0,0,52.72,15:06:00,0
STU00165,EEE,2026-02-14,60,14:03:00,14:53:00,1,0,0,20.26,30.1,50.76,1,2,4,2,61.15,1,1,0,40.76,14:50:00,1
STU00166,CSE,2026-01-24,120,09:02:00,10:40:00,0,0,0,13.08,24.07,14.92,0,1,0,0,36.83,0,0,0,50.19,10:38:00,0
STU00167,CSE,2026-03-19,60,14:01:00,15:00:00,4,1,0,46.02,62.25,54.29,4,5,5,4,69.78,2,1,0,36.13,15:00:00,1
STU00168,DS,2026-02-05,120,14:08:00,15:21:00,4,1,1,64.9,70.21,60.63,3,3,6,1,70.71,2,0,2,60.96,15:19:00,1
STU00169,CSE,2026-02-23,60,09:04:00,09:38:00,1,0,0,27.9,19.5,10.16,0,0,1,0,25.96,0,0,0,66.17,09:35:00,0
STU00170,ECE,2026-02-01,90,10:03:00,10:50:00,1,0,0,22.55,30.36,5.65,0,0,2,1,22.91,0,0,0,42.37,10:50:00,0
STU00171,AIML,2026-03-03,90,14:07:00,14:40:00,1,0,1,23.32,15.24,12.81,0,0,2,1,24.18,0,0,0,60.88,14:37:00,0
STU00172,DS,2026-03-10,90,09:02:00,10:29:00,3,0,1,27.12,41.86,32.72,1,1,4,0,58.31,1,0,0,76.34,10:29:00,1
STU00173,MECH,2026-02-11,120,14:01:00,15:56:00,0,0,0,23.35,23.17,9.43,0,1,1,0,9.08,0,0,0,44.59,15:55:00,0
STU00174,ECE,2026-03-31,120,09:09:00,11:05:00,2,0,0,27.71,49.37,30.17,1,1,2,0,58.44,1,0,0,51.91,11:03:00,1
